"token","staff_token","t1","t2","t3","dsq1_qbtitle","dsq1_qbid","dsq1_qbresp","dsq2_qbtitle","dsq2_qbid","dsq2_qbresp","dsq3_qbtitle","dsq3_qbid","dsq3_qbresp","t5c","t6c","t7","t7_comments_qpresp","t4","q21_average_question_score_average_question_score","mod_subjectid","mod_class_id","mod_class_name","mod_transformed","mod_term","mod_evaluation_start_date","mod_evaluation_end_date","mod_ay","mod_sem","mod_rptterm","mod_module_code","mod_activity_code","mod_activity_type","mod_class_no","mod_activity_code_report","mod_rpt_activity_type","mod_module_name","mod_crseid","mod_faculty_code","mod_faculty","mod_dept_code","mod_department","mod_evaluate_class_option","mod_year_long_module","mod_level","mod_rptfaccd","mod_rptfacdesc","mod_dept_average_by_activity","mod_rptdeptavgactivitydesc","mod_dept_average_by_activity_and_level","mod_rptdeptavgactivitylvldesc","mod_faculty_average_by_activity","mod_rptfacavgactivitydesc","mod_faculty_average_by_activity_and_level","mod_rptfacavgactivitylvldesc","mod_isismoddeptcd","mod_isismodfaccd","mod_merge_classid","mod_common_name","mod_is_prime"
"32433_1815","4854_60","4","4","1","","","","","","","","","","Good text 4","Bad text 5","0","","","","","DP1001","Mathematics I","","1610","","","16","1","1610","8749","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32433_1815","43327_97","5","1","2","","","","","","","","","","Good text 4","Bad text 11","0","","","","","PC2232","Circuit and Systems Design Lab","","1610","","","16","1","1610","1275","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32433_1815","24116_84","4","3","4","","","","","","","","","","Good text 9","Bad text 11","0","","","","","CS3240","Introduction to Classical Mechanics","","1610","","","16","1","1610","1306","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32433_1815","99043_11","4","1","2","","","","","","","","","","Good text 4","Bad text 10","1","Awesome text 5","","","","LSM1101","Communications, New Media and Society","","1610","","","16","1","1610","1621","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32457_1032","2531_9","4","4","4","","","","","","","","","","Good text 1","Bad text 10","1","Awesome text 11","","","","GEQ1000","Operations Management","","1120","","","11","2","1120","1839","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32457_1032","49952_53","1","3","4","","","","","","","","","","Good text 4","Bad text 13","1","Awesome text 4","","","","TG1422","Quantitative Physiology for Bioengineers","","1120","","","11","2","1120","1084","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32457_1032","88540_14","5","5","1","","","","","","","","","","Good text 3","Bad text 8","1","Awesome text 8","","","","TG2415","Principles of Communication Management","","1120","","","11","2","1120","2190","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32457_1032","43862_60","3","4","5","","","","","","","","","","Good text 2","Bad text 7","1","Awesome text 5","","","","LSM3211","Introductory Mathematics","","1120","","","11","2","1120","1004","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32457_1032","81339_28","1","4","4","","","","","","","","","","Good text 4","Bad text 8","0","","","","","PL3236","French 1","","1120","","","11","2","1120","1192","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32457_1032","35348_27","5","5","5","","","","","","","","","","Good text 7","Bad text 10","0","","","","","CM1101","Process Synthesis and Simulation","","1120","","","11","2","1120","1247","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32457_1032","22001_94","3","3","3","","","","","","","","","","Good text 12","Bad text 4","1","","","","","LSM2102","Biodiversity","","1120","","","11","2","1120","1214","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32480_93","26828_52","4","1","5","","","","","","","","","","Good text 6","Bad text 4","1","Awesome text 3","","","","MA1506","Mathematics II","","1030","","","10","3","1030","1054","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32480_93","46871_14","4","2","1","","","","","","","","","","Good text 13","Bad text 13","1","Awesome text 10","","","","SSS1207","Physics in the Life Sciences","","1030","","","10","3","1030","1104","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32480_93","96001_10","3","4","3","","","","","","","","","","Good text 2","Bad text 6","1","","","","","ME2113","Money and Banking I","","1030","","","10","3","1030","1696","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32480_93","92780_42","2","3","4","","","","","","","","","","Good text 8","Bad text 4","1","Awesome text 6","","","","NM2101","Public Writing and Communication","","1030","","","10","3","1030","1095","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32480_93","7741_31","2","1","5","","","","","","","","","","Good text 2","Bad text 11","0","Awesome text 6","","","","EG1108","Linear Algebra I","","1030","","","10","3","1030","1076","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32480_93","71109_62","3","4","5","","","","","","","","","","Good text 5","Bad text 12","1","Awesome text 10","","","","PL2131","Molecular Genetics","","1030","","","10","3","1030","2067","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32480_93","95272_29","5","3","1","","","","","","","","","","Good text 9","Bad text 13","1","Awesome text 6","","","","GE2220","Instrumental Analysis II","","1030","","","10","3","1030","1049","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32480_93","74299_92","4","1","3","","","","","","","","","","Good text 6","Bad text 3","0","Awesome text 7","","","","PC1431","NUS Data Protection & PDPA Guidelines","","1030","","","10","3","1030","15557","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32571_1781","22740_82","2","1","1","","","","","","","","","","Good text 13","Bad text 4","0","","","","","ME3101","Linear Algebra II","","810","","","8","1","810","1291","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32571_1781","88242_99","1","3","1","","","","","","","","","","Good text 4","","0","","","","","AR5321","Experiments in Chemistry 2","","810","","","8","1","810","1015","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32571_1781","74556_42","1","5","2","","","","","","","","","","Good text 1","Bad text 10","1","Awesome text 6","","","","ST2334","Foundations for Econometrics","","810","","","8","1","810","15556","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32571_1781","57832_98","5","2","4","","","","","","","","","","Good text 9","Bad text 5","1","Awesome text 5","","","","ME3122","Sensors & Actuators","","810","","","8","1","810","1247","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32571_1781","63596_73","5","2","4","","","","","","","","","","Good text 4","Bad text 7","0","Awesome text 2","","","","ME2114","Law Of Torts","","810","","","8","1","810","1382","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32571_1781","66453_79","4","3","3","","","","","","","","","","Good text 2","Bad text 6","1","","","","","GER1000","Programming Methodology","","810","","","8","1","810","13784","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32571_1781","56692_96","4","2","4","","","","","","","","","","Good text 13","Bad text 2","1","Awesome text 3","","","","EE2023","Strategic IT Applications","","810","","","8","1","810","1745","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32577_199","79033_57","1","1","3","","","","","","","","","","Good text 11","Bad text 6","1","Awesome text 5","","","","PC1432","Japanese 1","","1810","","","18","1","1810","1293","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32577_199","79920_41","4","5","4","","","","","","","","","","Good text 11","Bad text 13","1","Awesome text 8","","","","DSC2006","Managerial Economics","","1810","","","18","1","1810","1610","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32577_199","55522_33","4","4","3","","","","","","","","","","","Bad text 3","1","Awesome text 10","","","","NUR2116","History and Theory of Southeast Asia Architecture","","1810","","","18","1","1810","1083","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32577_199","16583_24","4","1","5","","","","","","","","","","Good text 8","Bad text 1","1","Awesome text 9","","","","LSM1401","Data Structures and Algorithms I","","1810","","","18","1","1810","1218","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32577_199","92705_14","5","2","4","","","","","","","","","","Good text 2","","0","","","","","CN2121","Inorganic Chemistry 1","","1810","","","18","1","1810","2443","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32577_199","52469_50","5","3","5","","","","","","","","","","Good text 13","Bad text 11","1","","","","","LSM1101","Communications, New Media and Society","","1810","","","18","1","1810","1188","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32577_199","78432_80","5","1","2","","","","","","","","","","Good text 5","Bad text 2","0","Awesome text 8","","","","CM2101","Chinese Language: Its Past and Present","","1810","","","18","1","1810","1846","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32577_199","42551_33","1","4","4","","","","","","","","","","Good text 5","Bad text 8","1","Awesome text 4","","","","DSC2008","Natural Heritage of Singapore","","1810","","","18","1","1810","1571","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32603_314","89297_84","5","1","5","","","","","","","","","","Good text 11","Bad text 5","0","","","","","CS1010E","Principles of Marketing","","1520","","","15","2","1520","1026","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32603_314","98732_72","5","5","1","","","","","","","","","","Good text 6","Bad text 5","0","","","","","NM2201","Korean 1","","1520","","","15","2","1520","1284","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32603_314","30700_7","2","2","5","","","","","","","","","","Good text 6","Bad text 5","0","","","","","EC3303","Bahasa Indonesia 1","","1520","","","15","2","1520","4733","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32603_314","50247_54","1","4","2","","","","","","","","","","Good text 7","Bad text 10","0","","","","","LSM1104","Feedback Control Systems","","1520","","","15","2","1520","1130","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32603_314","27233_33","5","4","2","","","","","","","","","","Good text 9","Bad text 13","0","Awesome text 8","","","","ES2331","Honours Project in Life Sciences","","1520","","","15","2","1520","1514","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32603_314","42452_84","2","3","4","","","","","","","","","","","Bad text 9","1","","","","","SSA2211","Geographical Journeys: Exploring World Environments","","1520","","","15","2","1520","1306","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32603_314","20961_26","1","1","5","","","","","","","","","","","Bad text 2","1","Awesome text 7","","","","EE2012","Mathematical Analysis I","","1520","","","15","2","1520","1233","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32603_314","11320_13","1","4","3","","","","","","","","","","Good text 11","Bad text 3","0","","","","","LSM3232","Exploring Science Communication through Popular Science","","1520","","","15","2","1520","1666","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32628_151","92704_47","5","1","3","","","","","","","","","","Good text 11","Bad text 8","1","Awesome text 1","","","","GES1028","Introduction to Electricity & Magnetism","","1100","","","11","0","1100","1013","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32628_151","91675_95","1","1","4","","","","","","","","","","Good text 10","Bad text 6","1","Awesome text 13","","","","PL3242","Geotechnical Engineering","","1100","","","11","0","1100","1031","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32628_151","67876_9","3","1","3","","","","","","","","","","Good text 12","","0","Awesome text 3","","","","PC1322","South Asia : People, Culture, Develop'm","","1100","","","11","0","1100","1021","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32628_151","48271_95","5","2","1","","","","","","","","","","Good text 4","Bad text 6","1","","","","","FAS1101","Financial Economics I","","1100","","","11","0","1100","9957","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32628_151","68540_71","5","2","1","","","","","","","","","","Good text 9","Bad text 10","1","","","","","GER1000","Programming Methodology","","1100","","","11","0","1100","1060","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32628_151","95645_8","2","4","5","","","","","","","","","","Good text 13","","1","Awesome text 7","","","","PR1102","DCP Project","","1100","","","11","0","1100","1007","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32628_151","97623_71","4","4","2","","","","","","","","","","Good text 10","Bad text 13","0","","","","","NM2104","Fundamentals of Real Estate Finance","","1100","","","11","0","1100","1249","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32628_151","56851_90","2","4","5","","","","","","","","","","Good text 13","Bad text 6","0","","","","","MA2213","Fluid Mechanics","","1100","","","11","0","1100","2190","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32633_710","40045_41","4","1","1","","","","","","","","","","Good text 6","Bad text 4","0","","","","","TR2201","REAL ESTATE ECONOMICS","","920","","","9","2","920","1116","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32633_710","98337_32","4","1","1","","","","","","","","","","Good text 10","Bad text 7","1","Awesome text 5","","","","ST2334","Foundations for Econometrics","","920","","","9","2","920","1021","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32633_710","52669_17","2","2","5","","","","","","","","","","Good text 2","Bad text 10","0","","","","","PL3234","Industrial Attachment Programme","","920","","","9","2","920","1071","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32633_710","21075_1","3","5","3","","","","","","","","","","","Bad text 13","0","","","","","EE2012","Mathematical Analysis I","","920","","","9","2","920","4733","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32633_710","66986_57","2","3","4","","","","","","","","","","Good text 4","Bad text 11","1","Awesome text 2","","","","PL3235","Quantitative Methods for Economic Analysis","","920","","","9","2","920","1652","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32633_710","73392_11","2","3","1","","","","","","","","","","Good text 1","Bad text 8","0","","","","","PC1222","Macroeconomic Analysis II","","920","","","9","2","920","1987","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32633_710","9605_42","3","2","3","","","","","","","","","","Good text 4","Bad text 10","0","Awesome text 4","","","","LAJ2201","Managerial Accounting","","920","","","9","2","920","1140","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32633_710","25116_47","1","4","3","","","","","","","","","","Good text 6","Bad text 1","0","","","","","BSP2001","Genes and Society","","920","","","9","2","920","1422","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32652_932","45885_75","2","1","3","","","","","","","","","","Good text 1","Bad text 1","0","","","","","PL2131","Molecular Genetics","","520","","","5","2","520","1229","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32652_932","84605_40","4","4","2","","","","","","","","","","Good text 11","Bad text 10","0","","","","","PH1102E","Legal Analysis, Research & Communication","","520","","","5","2","520","1810","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32652_932","41766_97","2","4","4","","","","","","","","","","Good text 3","Bad text 11","0","","","","","CE3165","Assurance and Attestation","","520","","","5","2","520","1545","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32652_932","13141_100","4","5","1","","","","","","","","","","Good text 10","Bad text 4","0","","","","","LSM1401","Data Structures and Algorithms I","","520","","","5","2","520","1676","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32652_932","11991_22","5","2","2","","","","","","","","","","Good text 1","Bad text 3","0","","","","","CS1010S","Law Of Contract","","520","","","5","2","520","1045","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32652_932","47371_90","3","1","3","","","","","","","","","","Good text 10","Bad text 1","1","","","","","EC2303","Science of Music","","520","","","5","2","520","1398","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32652_932","76834_98","1","3","2","","","","","","","","","","Good text 10","Bad text 6","1","","","","","MA1102R","Southeast Asia: A Changing Region","","520","","","5","2","520","1058","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32679_1524","65205_29","2","1","1","","","","","","","","","","Good text 5","Bad text 6","0","","","","","EC2102","Understanding the Universe","","930","","","9","3","930","1174","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32679_1524","44210_62","2","2","5","","","","","","","","","","Good text 7","Bad text 9","1","","","","","PR3102","Understanding and Critiquing Sustainability","","930","","","9","3","930","1294","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32679_1524","61239_21","4","1","2","","","","","","","","","","Good text 6","Bad text 1","0","","","","","EG2401","Principles of Economics","","930","","","9","3","930","1130","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32679_1524","179_63","2","3","2","","","","","","","","","","Good text 13","Bad text 10","0","","","","","GEK1055","Principles of Modern Chemistry","","930","","","9","3","930","3474","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32679_1524","52540_33","5","5","2","","","","","","","","","","Good text 2","Bad text 4","0","","","","","MA1505","Quantitative Reasoning","","930","","","9","3","930","1311","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32679_1524","41100_87","4","4","4","","","","","","","","","","Good text 9","Bad text 4","1","","","","","GET1008","Contemporary Social Issues in Singapore","","930","","","9","3","930","1033","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32679_1524","27956_13","1","5","1","","","","","","","","","","Good text 10","Bad text 4","1","","","","","LC1007","Industrial Management","","930","","","9","3","930","1767","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32692_405","92546_34","1","4","3","","","","","","","","","","Good text 10","Bad text 3","1","Awesome text 4","","","","SSA2202","Japanese 2","","1410","","","14","1","1410","1294","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32692_405","49237_31","5","2","5","","","","","","","","","","Good text 12","Bad text 6","1","Awesome text 8","","","","SSA1201","Macroeconomic Analysis I","","1410","","","14","1","1410","1604","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32692_405","27845_77","1","1","1","","","","","","","","","","Good text 11","Bad text 1","1","","","","","EC2102","Understanding the Universe","","1410","","","14","1","1410","1556","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32692_405","14699_21","5","2","1","","","","","","","","","","Good text 13","Bad text 6","0","","","","","CS2010","Abnormal Psychology","","1410","","","14","1","1410","1067","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32692_405","6921_6","5","4","1","","","","","","","","","","Good text 9","Bad text 6","0","Awesome text 13","","","","MA1101R","Making Sense of Society","","1410","","","14","1","1410","1268","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32692_405","38901_50","4","5","2","","","","","","","","","","Good text 10","Bad text 12","1","","","","","ME2142","Fundamentals of Physics II","","1410","","","14","1","1410","1437","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32692_405","58549_68","2","1","1","","","","","","","","","","Good text 9","Bad text 9","0","","","","","CFG1010","Engineering Professionalism","","1410","","","14","1","1410","1247","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32692_405","96874_79","5","4","4","","","","","","","","","","Good text 13","Bad text 4","0","Awesome text 2","","","","TG2415","Principles of Communication Management","","1410","","","14","1","1410","15556","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32708_146","60309_2","1","4","1","","","","","","","","","","Good text 7","Bad text 6","1","Awesome text 6","","","","BFS1001","Methods of Social Research","","1810","","","18","1","1810","7780","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32708_146","569_28","3","5","4","","","","","","","","","","Good text 2","Bad text 8","1","Awesome text 4","","","","MA1301","Molecular Biology","","1810","","","18","1","1810","1003","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32708_146","8304_56","2","2","3","","","","","","","","","","Good text 8","Bad text 9","0","Awesome text 13","","","","ME2134","Engineering Thermodynamics","","1810","","","18","1","1810","1156","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32708_146","65790_69","2","2","1","","","","","","","","","","Good text 4","Bad text 7","1","","","","","PL3236","French 1","","1810","","","18","1","1810","1018","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32708_146","6062_15","2","5","1","","","","","","","","","","Good text 5","Bad text 9","1","","","","","MKT1003X","Biochemistry of Biomolecules","","1810","","","18","1","1810","1908","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32708_146","24207_4","1","4","4","","","","","","","","","","Good text 11","Bad text 3","0","","","","","CM1502","Living with Mathematics","","1810","","","18","1","1810","1523","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32708_146","37468_93","5","3","5","","","","","","","","","","Good text 9","Bad text 2","0","","","","","SC2205","Asian Markets And Marketing Management","","1810","","","18","1","1810","1257","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32708_146","9680_88","2","2","1","","","","","","","","","","Good text 11","Bad text 3","1","","","","","MNO2007","Design and Analysis of Algorithms","","1810","","","18","1","1810","1575","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32827_1986","86074_59","1","2","4","","","","","","","","","","","Bad text 8","0","","","","","CFG1010","Engineering Professionalism","","1720","","","17","2","1720","15554","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32827_1986","39484_59","4","5","4","","","","","","","","","","Good text 3","Bad text 1","1","","","","","GEM2901","Heat Transfer","","1720","","","17","2","1720","13540","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32827_1986","614_64","2","5","2","","","","","","","","","","Good text 6","Bad text 5","0","","","","","SSS1207","Physics in the Life Sciences","","1720","","","17","2","1720","3524","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32827_1986","61606_88","4","3","2","","","","","","","","","","","Bad text 5","1","Awesome text 4","","","","NUR1110","Computational Thinking","","1720","","","17","2","1720","1571","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32827_1986","68534_43","4","5","3","","","","","","","","","","Good text 2","Bad text 8","1","","","","","EC3332","An Introduction to Literary Studies","","1720","","","17","2","1720","1353","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32827_1986","61413_76","5","4","3","","","","","","","","","","Good text 11","Bad text 9","0","Awesome text 1","","","","LSM1104","Feedback Control Systems","","1720","","","17","2","1720","2117","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32827_1986","90382_28","4","1","4","","","","","","","","","","Good text 13","Bad text 13","1","","","","","GEQ1000","Operations Management","","1720","","","17","2","1720","3105","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32852_1857","13698_65","2","4","2","","","","","","","","","","Good text 8","Bad text 1","0","","","","","SC1101E","Physics IE","","1610","","","16","1","1610","1053","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32852_1857","90561_16","1","3","5","","","","","","","","","","Good text 9","Bad text 1","0","","","","","CN3121","Industrial Practice","","1610","","","16","1","1610","1007","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32852_1857","80273_41","4","4","3","","","","","","","","","","Good text 8","Bad text 12","1","Awesome text 9","","","","MD3140","Urban Land Use & Development","","1610","","","16","1","1610","1241","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32852_1857","5134_12","4","5","4","","","","","","","","","","Good text 7","Bad text 1","1","","","","","PC1221","Regression Analysis","","1610","","","16","1","1610","1035","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32852_1857","13761_38","4","5","4","","","","","","","","","","Good text 7","Bad text 7","1","Awesome text 10","","","","EC3322","Chemical Engineering Process Laboratory I","","1610","","","16","1","1610","2868","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32852_1857","12390_11","4","1","4","","","","","","","","","","Good text 11","Bad text 7","0","Awesome text 7","","","","LC2006B","Japanese 5","","1610","","","16","1","1610","1187","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32852_1857","16689_59","2","1","1","","","","","","","","","","Good text 3","Bad text 10","1","Awesome text 9","","","","EC2101","The Nature of Language","","1610","","","16","1","1610","1009","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32859_128","44766_22","1","3","2","","","","","","","","","","Good text 6","Bad text 9","1","Awesome text 7","","","","SSA2215","Data Structures and Algorithms II","","1610","","","16","1","1610","15554","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32859_128","10553_2","1","4","3","","","","","","","","","","Good text 11","Bad text 8","0","","","","","SN1101E","Government and Politics of Singapore","","1610","","","16","1","1610","1258","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32859_128","93284_55","3","2","4","","","","","","","","","","Good text 7","Bad text 5","0","Awesome text 8","","","","CE2183","The Theatre Experience","","1610","","","16","1","1610","2166","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32859_128","58952_26","4","2","2","","","","","","","","","","Good text 4","Bad text 10","0","Awesome text 3","","","","CS2100","The Evolution of a Global City-State","","1610","","","16","1","1610","1882","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32859_128","58278_77","3","2","3","","","","","","","","","","","Bad text 1","1","Awesome text 6","","","","MA1101R","Making Sense of Society","","1610","","","16","1","1610","1130","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32859_128","78151_92","5","3","4","","","","","","","","","","Good text 8","Bad text 12","1","","","","","MA1301","Molecular Biology","","1610","","","16","1","1610","1210","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32859_128","24172_40","2","2","2","","","","","","","","","","Good text 10","Bad text 11","1","","","","","CM1131","Malay 1","","1610","","","16","1","1610","1781","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32859_128","51673_20","2","2","1","","","","","","","","","","Good text 4","Bad text 3","0","Awesome text 12","","","","PL1101E","Electrical Engineering","","1610","","","16","1","1610","1092","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32872_537","39518_84","5","5","4","","","","","","","","","","Good text 4","","0","","","","","CM2102","Basic Pharmacology","","1620","","","16","2","1620","1130","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32872_537","29618_68","3","4","1","","","","","","","","","","Good text 8","Bad text 9","1","Awesome text 2","","","","PL3241","Consumer Behaviour","","1620","","","16","2","1620","1512","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32872_537","65979_99","2","2","3","","","","","","","","","","Good text 6","","0","","","","","EE4001","German 1","","1620","","","16","2","1620","15258","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32872_537","64805_63","1","4","3","","","","","","","","","","Good text 1","Bad text 5","0","","","","","PL1101E","Electrical Engineering","","1620","","","16","2","1620","1286","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32872_537","4395_74","5","5","1","","","","","","","","","","Good text 13","Bad text 11","0","Awesome text 11","","","","SSB2216","Anatomy and Physiology I","","1620","","","16","2","1620","2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32872_537","92465_35","3","2","2","","","","","","","","","","Good text 3","Bad text 6","0","Awesome text 11","","","","HY1101E","Microeconomic Analysis II","","1620","","","16","2","1620","1180","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32872_537","42546_54","5","1","4","","","","","","","","","","Good text 9","Bad text 8","1","","","","","GEK1527","Legal Environment Of Business","","1620","","","16","2","1620","5646","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32872_537","68341_72","5","3","1","","","","","","","","","","Good text 4","Bad text 3","1","","","","","SSA2204","Fundamentals of Biochemistry","","1620","","","16","2","1620","1575","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32892_1501","32753_10","5","4","2","","","","","","","","","","Good text 11","Bad text 5","1","Awesome text 1","","","","PR2101","Dosage Form Design III","","1520","","","15","2","1520","2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32892_1501","23296_49","4","1","3","","","","","","","","","","Good text 5","Bad text 5","0","","","","","CN3135","Simulation","","1520","","","15","2","1520","1061","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32892_1501","64511_66","5","5","4","","","","","","","","","","Good text 5","Bad text 12","1","Awesome text 8","","","","EE2032","New Venture Creation","","1520","","","15","2","1520","1067","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32892_1501","29280_43","2","2","5","","","","","","","","","","Good text 11","Bad text 1","1","Awesome text 5","","","","CM1401","Business Analytics - Data & Decisions","","1520","","","15","2","1520","1353","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
