token,m1,m2,m3,m4c,m5c,mlo1_qbtitle,mlo1_qbid,mlo1_qbresp,mlo2_qbtitle,mlo2_qbid,mlo2_qbresp,mlo3_qbtitle,mlo3_qbid,mlo3_qbresp,mlo4_qbtitle,mlo4_qbid,mlo4_qbresp,mlo5_qbtitle,mlo5_qbid,mlo5_qbresp,mlo6_qbtitle,mlo6_qbid,mlo6_qbresp,mlo7_qbtitle,mlo7_qbid,mlo7_qbresp,mod_subjectid,mod_class_id,mod_class_name,mod_transformed,mod_term,mod_evaluation_start_date,mod_evaluation_end_date,mod_ay,mod_sem,mod_rptterm,mod_module_code,mod_activity_code,mod_activity_type,mod_class_no,mod_activity_code_report,mod_rpt_activity_type,mod_module_name,mod_crseid,mod_faculty_code,mod_faculty,mod_dept_code,mod_department,mod_evaluate_class_option,mod_year_long_module,mod_level,mod_rptfaccd,mod_rptfacdesc,mod_dept_average_by_activity,mod_rptdeptavgactivitydesc,mod_dept_average_by_activity_and_level,mod_rptdeptavgactivitylvldesc,mod_faculty_average_by_activity,mod_rptfacavgactivitydesc,mod_faculty_average_by_activity_and_level,mod_rptfacavgactivitylvldesc,mod_isismoddeptcd,mod_isismodfaccd,mod_merge_classid,mod_common_name
38577_655,2,3,4,Good text 7,Bad text 5,,,,,,,,,,,,,,,,,,,,,,,LSM1303,Computer Aided Data Analysis,,920,,,9,2,920,2868,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38577_655,3,2,5,Good text 9,Bad text 6,,,,,,,,,,,,,,,,,,,,,,,BSP1004,Probability,,920,,,9,2,920,1220,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38577_655,3,3,4,Good text 9,Bad text 8,,,,,,,,,,,,,,,,,,,,,,,EE2024,Reason and Persuasion,,920,,,9,2,920,15558,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38577_655,1,2,2,Good text 12,Bad text 5,,,,,,,,,,,,,,,,,,,,,,,CE2134,Pathology,,920,,,9,2,920,1007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38577_655,5,4,3,Good text 2,Bad text 5,,,,,,,,,,,,,,,,,,,,,,,PC1325,Social Thought & Social Theory,,920,,,9,2,920,1144,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38577_655,4,5,3,Good text 9,Bad text 7,,,,,,,,,,,,,,,,,,,,,,,MA1506,Mathematics II,,920,,,9,2,920,1408,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38577_655,3,4,1,Good text 8,Bad text 2,,,,,,,,,,,,,,,,,,,,,,,PL3233,Fundamentals Of Mechanical Design,,920,,,9,2,920,5941,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38577_655,5,4,5,Good text 3,Bad text 13,,,,,,,,,,,,,,,,,,,,,,,CM1121,Database Systems,,920,,,9,2,920,1020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3861_704,3,2,5,Good text 6,Bad text 6,,,,,,,,,,,,,,,,,,,,,,,NM2102,Construction Technology,,1600,,,16,0,1600,1217,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3861_704,3,4,3,Good text 10,Bad text 9,,,,,,,,,,,,,,,,,,,,,,,GEK1505,Introductory Materials Science And Engineering,,1600,,,16,0,1600,1066,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3861_704,3,3,4,Good text 8,Bad text 3,,,,,,,,,,,,,,,,,,,,,,,LSM1101,"Communications, New Media and Society",,1600,,,16,0,1600,1061,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3861_704,4,1,5,,Bad text 3,,,,,,,,,,,,,,,,,,,,,,,PF2105,Real Estate Market Analysis,,1600,,,16,0,1600,1281,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3861_704,2,1,5,Good text 6,Bad text 1,,,,,,,,,,,,,,,,,,,,,,,ME2114,Law Of Torts,,1600,,,16,0,1600,2037,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3861_704,2,3,4,Good text 8,Bad text 3,,,,,,,,,,,,,,,,,,,,,,,EC2102,Understanding the Universe,,1600,,,16,0,1600,15258,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3861_704,3,5,1,Good text 4,Bad text 13,,,,,,,,,,,,,,,,,,,,,,,PC1431,NUS Data Protection & PDPA Guidelines,,1600,,,16,0,1600,1312,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3861_704,4,5,4,Good text 1,Bad text 13,,,,,,,,,,,,,,,,,,,,,,,NM3215,Laboratory Techniques in Life Sciences,,1600,,,16,0,1600,1455,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38623_1578,2,4,5,Good text 5,Bad text 5,,,,,,,,,,,,,,,,,,,,,,,LSM3232,Exploring Science Communication through Popular Science,,1720,,,17,2,1720,1617,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38623_1578,2,1,5,Good text 3,Bad text 12,,,,,,,,,,,,,,,,,,,,,,,ACC1701,Entrepreneurial Marketing,,1720,,,17,2,1720,1299,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38623_1578,3,5,1,Good text 9,Bad text 8,,,,,,,,,,,,,,,,,,,,,,,MKT1003,Management And Organisation,,1720,,,17,2,1720,1367,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38623_1578,1,2,2,Good text 9,Bad text 1,,,,,,,,,,,,,,,,,,,,,,,MD5140,Game Theory & Applications to Economics,,1720,,,17,2,1720,1140,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38623_1578,1,3,4,Good text 3,Bad text 8,,,,,,,,,,,,,,,,,,,,,,,MA1506,Mathematics II,,1720,,,17,2,1720,1345,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38623_1578,5,5,1,Good text 13,,,,,,,,,,,,,,,,,,,,,,,,CM2101,Chinese Language: Its Past and Present,,1720,,,17,2,1720,1173,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38623_1578,1,1,1,Good text 6,Bad text 7,,,,,,,,,,,,,,,,,,,,,,,GEM2027,"Process Safety, Health and Environment",,1720,,,17,2,1720,1556,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3869_1735,1,2,5,Good text 13,Bad text 11,,,,,,,,,,,,,,,,,,,,,,,NM2219,Devices and Circuits,,1810,,,18,1,1810,1102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3869_1735,3,3,2,Good text 5,Bad text 9,,,,,,,,,,,,,,,,,,,,,,,CL1101E,Separation Processes,,1810,,,18,1,1810,1575,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3869_1735,4,1,3,Good text 11,Bad text 6,,,,,,,,,,,,,,,,,,,,,,,PC1431,NUS Data Protection & PDPA Guidelines,,1810,,,18,1,1810,1464,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3869_1735,1,3,3,Good text 13,,,,,,,,,,,,,,,,,,,,,,,,TR2201,REAL ESTATE ECONOMICS,,1810,,,18,1,1810,15556,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3869_1735,3,2,2,Good text 1,Bad text 7,,,,,,,,,,,,,,,,,,,,,,,MA1104,Numerical Analysis I,,1810,,,18,1,1810,1834,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3869_1735,3,3,1,Good text 1,Bad text 4,,,,,,,,,,,,,,,,,,,,,,,CS2105,Research and Statistical Methods I,,1810,,,18,1,1810,1834,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3869_1735,1,2,5,Good text 13,Bad text 6,,,,,,,,,,,,,,,,,,,,,,,PL2131,Molecular Genetics,,1810,,,18,1,1810,1022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387_712,3,5,3,Good text 8,Bad text 2,,,,,,,,,,,,,,,,,,,,,,,PL3233,Fundamentals Of Mechanical Design,,1020,,,10,2,1020,1138,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387_712,5,2,3,Good text 8,Bad text 6,,,,,,,,,,,,,,,,,,,,,,,LSM1301,Introduction to Psychology,,1020,,,10,2,1020,1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387_712,3,3,3,Good text 6,Bad text 11,,,,,,,,,,,,,,,,,,,,,,,BSP2005,Introduction to Statistics,,1020,,,10,2,1020,1344,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387_712,4,3,1,Good text 6,Bad text 13,,,,,,,,,,,,,,,,,,,,,,,LAJ1201,DOCTORAL SEMINARS,,1020,,,10,2,1020,1476,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387_712,4,1,4,Good text 2,Bad text 2,,,,,,,,,,,,,,,,,,,,,,,LSM1104,Feedback Control Systems,,1020,,,10,2,1020,1610,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387_712,2,2,1,Good text 7,Bad text 8,,,,,,,,,,,,,,,,,,,,,,,MA1101R,Making Sense of Society,,1020,,,10,2,1020,1143,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387_712,4,4,1,Good text 10,Bad text 9,,,,,,,,,,,,,,,,,,,,,,,PF1101,Bahasa Indonesia 2,,1020,,,10,2,1020,1019,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387_712,5,4,1,Good text 1,Bad text 2,,,,,,,,,,,,,,,,,,,,,,,PL3241,Consumer Behaviour,,1020,,,10,2,1020,1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3871_695,2,1,1,Good text 4,Bad text 10,,,,,,,,,,,,,,,,,,,,,,,GEK1505,Introductory Materials Science And Engineering,,1810,,,18,1,1810,1074,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3871_695,3,4,4,Good text 13,Bad text 11,,,,,,,,,,,,,,,,,,,,,,,EE2006,Hydraulics,,1810,,,18,1,1810,1196,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3871_695,2,3,3,Good text 12,Bad text 5,,,,,,,,,,,,,,,,,,,,,,,EC3351,FINANCIAL ACCOUNTING,,1810,,,18,1,1810,1215,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3871_695,4,1,3,Good text 2,Bad text 10,,,,,,,,,,,,,,,,,,,,,,,CM1131,Malay 1,,1810,,,18,1,1810,15557,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3871_695,4,3,4,Good text 1,Bad text 11,,,,,,,,,,,,,,,,,,,,,,,MD3140,Urban Land Use & Development,,1810,,,18,1,1810,1501,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3871_695,4,5,4,Good text 7,Bad text 6,,,,,,,,,,,,,,,,,,,,,,,ST2132,Econometrics II,,1810,,,18,1,1810,1767,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3871_695,5,3,5,Good text 7,Bad text 6,,,,,,,,,,,,,,,,,,,,,,,ES2331,Honours Project in Life Sciences,,1810,,,18,1,1810,15553,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3871_695,3,1,2,Good text 12,Bad text 1,,,,,,,,,,,,,,,,,,,,,,,EE2004,Experiments in Chemistry 1,,1810,,,18,1,1810,1075,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38753_1251,3,4,1,Good text 1,Bad text 3,,,,,,,,,,,,,,,,,,,,,,,ME3162,Data Structures and Algorithms,,1410,,,14,1,1410,13540,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38753_1251,5,5,4,Good text 7,Bad text 2,,,,,,,,,,,,,,,,,,,,,,,CS1020,English for Academic Purposes,,1410,,,14,1,1410,1114,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38753_1251,4,4,2,Good text 13,Bad text 7,,,,,,,,,,,,,,,,,,,,,,,GEK1520,Understand'g Uncertainty & Stats Think'g,,1410,,,14,1,1410,1301,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38753_1251,4,2,4,Good text 8,Bad text 6,,,,,,,,,,,,,,,,,,,,,,,CN1111,Physical Chemistry 1,,1410,,,14,1,1410,1047,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38753_1251,4,1,1,Good text 1,Bad text 10,,,,,,,,,,,,,,,,,,,,,,,PC1431,NUS Data Protection & PDPA Guidelines,,1410,,,14,1,1410,1059,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38753_1251,2,1,5,Good text 6,,,,,,,,,,,,,,,,,,,,,,,,LC2004,Accounting Information Systems,,1410,,,14,1,1410,2075,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38753_1251,5,4,4,Good text 6,Bad text 6,,,,,,,,,,,,,,,,,,,,,,,CS1102,Mechanical Systems Design,,1410,,,14,1,1410,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38762_1493,3,5,5,Good text 2,Bad text 2,,,,,,,,,,,,,,,,,,,,,,,PC1327,IS Innovations in Organisations and Society,,1740,,,17,4,1740,1215,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38762_1493,4,1,3,Good text 12,,,,,,,,,,,,,,,,,,,,,,,,NCC1001,Social Work: A Heart-Head-Hand Connection,,1740,,,17,4,1740,13540,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38762_1493,1,5,5,Good text 7,Bad text 11,,,,,,,,,,,,,,,,,,,,,,,EC3101,Statistics for Life Sciences,,1740,,,17,4,1740,2961,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38762_1493,5,2,1,Good text 5,Bad text 4,,,,,,,,,,,,,,,,,,,,,,,PS2249,Signals,,1740,,,17,4,1740,1187,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38762_1493,2,3,2,Good text 12,Bad text 1,,,,,,,,,,,,,,,,,,,,,,,MA2213,Fluid Mechanics,,1740,,,17,4,1740,1739,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38762_1493,1,5,3,Good text 5,Bad text 4,,,,,,,,,,,,,,,,,,,,,,,ME3102,Honours Thesis,,1740,,,17,4,1740,1601,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38762_1493,2,4,1,Good text 4,Bad text 12,,,,,,,,,,,,,,,,,,,,,,,MA1506,Mathematics II,,1740,,,17,4,1740,1582,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38768_270,3,4,4,Good text 12,Bad text 9,,,,,,,,,,,,,,,,,,,,,,,DSC2008,Natural Heritage of Singapore,,1710,,,17,1,1710,1032,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38768_270,4,1,2,Good text 6,Bad text 5,,,,,,,,,,,,,,,,,,,,,,,IS1105,Visualisation in Design and Technology,,1710,,,17,1,1710,15559,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38768_270,2,5,2,Good text 6,Bad text 10,,,,,,,,,,,,,,,,,,,,,,,CS3230,Real Estate Finance,,1710,,,17,1,1710,1021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38768_270,1,2,5,Good text 10,Bad text 11,,,,,,,,,,,,,,,,,,,,,,,NM2220,Principles Of Property Law,,1710,,,17,1,1710,1237,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38768_270,1,3,4,Good text 3,Bad text 2,,,,,,,,,,,,,,,,,,,,,,,PL1101E,Electrical Engineering,,1710,,,17,1,1710,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38768_270,3,3,1,Good text 7,Bad text 13,,,,,,,,,,,,,,,,,,,,,,,AR2223,Anatomy,,1710,,,17,1,1710,1548,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38768_270,2,1,4,Good text 2,Bad text 11,,,,,,,,,,,,,,,,,,,,,,,EG1108,Linear Algebra I,,1710,,,17,1,1710,1056,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38768_270,4,2,3,Good text 3,Bad text 9,,,,,,,,,,,,,,,,,,,,,,,LSM1101,"Communications, New Media and Society",,1710,,,17,1,1710,1102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38786_382,3,2,4,Good text 4,Bad text 3,,,,,,,,,,,,,,,,,,,,,,,EC1101E,Changing Landscapes of Singapore,,1020,,,10,2,1020,1033,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38786_382,4,1,2,Good text 6,Bad text 11,,,,,,,,,,,,,,,,,,,,,,,MA1505,Quantitative Reasoning,,1020,,,10,2,1020,1064,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38786_382,3,5,3,Good text 6,Bad text 2,,,,,,,,,,,,,,,,,,,,,,,CN1111,Physical Chemistry 1,,1020,,,10,2,1020,1127,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38786_382,1,4,3,Good text 4,Bad text 9,,,,,,,,,,,,,,,,,,,,,,,DSC2006,Managerial Economics,,1020,,,10,2,1020,1644,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38786_382,3,2,1,Good text 12,Bad text 9,,,,,,,,,,,,,,,,,,,,,,,LSM1103,Principles of Mechanical Eng. Materials,,1020,,,10,2,1020,7780,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38786_382,5,3,5,Good text 5,Bad text 1,,,,,,,,,,,,,,,,,,,,,,,CS1231,Nation-Building in Singapore,,1020,,,10,2,1020,1256,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38786_382,3,2,2,Good text 10,Bad text 8,,,,,,,,,,,,,,,,,,,,,,,PL3236,French 1,,1020,,,10,2,1020,1398,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38786_382,1,5,2,Good text 7,Bad text 7,,,,,,,,,,,,,,,,,,,,,,,SC2217,Mathematical Thinking,,1020,,,10,2,1020,1034,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38806_300,1,4,4,Good text 2,Bad text 4,,,,,,,,,,,,,,,,,,,,,,,EG1109,Computer Organisation,,1530,,,15,3,1530,8504,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38806_300,5,4,5,Good text 13,Bad text 4,,,,,,,,,,,,,,,,,,,,,,,NM1101E,Asking Questions,,1530,,,15,3,1530,1788,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38806_300,2,5,4,Good text 10,Bad text 6,,,,,,,,,,,,,,,,,,,,,,,SSA2209,B.Tech. Dissertation,,1530,,,15,3,1530,1398,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38806_300,4,1,4,Good text 7,Bad text 12,,,,,,,,,,,,,,,,,,,,,,,GEM2027,"Process Safety, Health and Environment",,1530,,,15,3,1530,1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38806_300,5,1,1,Good text 3,Bad text 2,,,,,,,,,,,,,,,,,,,,,,,PL1101E,Electrical Engineering,,1530,,,15,3,1530,1397,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38806_300,2,4,2,Good text 10,Bad text 6,,,,,,,,,,,,,,,,,,,,,,,SSA2204,Fundamentals of Biochemistry,,1530,,,15,3,1530,1522,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38806_300,4,4,5,,Bad text 7,,,,,,,,,,,,,,,,,,,,,,,SSB2216,Anatomy and Physiology I,,1530,,,15,3,1530,1360,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38806_300,3,4,3,,Bad text 2,,,,,,,,,,,,,,,,,,,,,,,BMA5008,Digital Construction,,1530,,,15,3,1530,1549,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38810_351,4,3,5,Good text 13,Bad text 11,,,,,,,,,,,,,,,,,,,,,,,EE2010,Transition Metal Chemistry,,1310,,,13,1,1310,1449,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38810_351,3,5,5,Good text 7,Bad text 7,,,,,,,,,,,,,,,,,,,,,,,NCC1001,Social Work: A Heart-Head-Hand Connection,,1310,,,13,1,1310,3524,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38810_351,2,4,4,Good text 9,Bad text 4,,,,,,,,,,,,,,,,,,,,,,,LAK2201,Human Factors Engineering,,1310,,,13,1,1310,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38810_351,1,2,1,Good text 3,Bad text 2,,,,,,,,,,,,,,,,,,,,,,,CE2155,The Sociology of Food,,1310,,,13,1,1310,1304,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38810_351,5,3,5,Good text 13,Bad text 8,,,,,,,,,,,,,,,,,,,,,,,MA1506,Mathematics II,,1310,,,13,1,1310,1021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38810_351,1,1,2,Good text 9,Bad text 2,,,,,,,,,,,,,,,,,,,,,,,GER1000,Programming Methodology,,1310,,,13,1,1310,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38810_351,2,2,2,Good text 1,Bad text 2,,,,,,,,,,,,,,,,,,,,,,,GEK1505,Introductory Materials Science And Engineering,,1310,,,13,1,1310,1057,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38810_351,4,3,5,,,,,,,,,,,,,,,,,,,,,,,,,GE2218,Architectural Construction,,1310,,,13,1,1310,1610,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38842_609,1,2,4,Good text 5,Bad text 5,,,,,,,,,,,,,,,,,,,,,,,LAJ2203,Physical Chemistry 2,,1210,,,12,1,1210,8303,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38842_609,5,3,3,Good text 2,Bad text 12,,,,,,,,,,,,,,,,,,,,,,,BSP1004,Probability,,1210,,,12,1,1210,1023,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38842_609,2,4,4,Good text 6,Bad text 2,,,,,,,,,,,,,,,,,,,,,,,NM1101E,Asking Questions,,1210,,,12,1,1210,1622,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38842_609,5,4,2,Good text 8,Bad text 5,,,,,,,,,,,,,,,,,,,,,,,ACC1002,B.Eng. Dissertation,,1210,,,12,1,1210,1299,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38842_609,4,2,4,Good text 11,Bad text 6,,,,,,,,,,,,,,,,,,,,,,,GEM2900,General and Physical Chemistry for Engineers,,1210,,,12,1,1210,1102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38842_609,5,3,4,Good text 13,Bad text 12,,,,,,,,,,,,,,,,,,,,,,,PC1431,NUS Data Protection & PDPA Guidelines,,1210,,,12,1,1210,2063,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38842_609,1,2,5,,Bad text 12,,,,,,,,,,,,,,,,,,,,,,,MKT1003X,Biochemistry of Biomolecules,,1210,,,12,1,1210,1345,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38842_609,3,1,5,Good text 6,Bad text 10,,,,,,,,,,,,,,,,,,,,,,,MA1505,Quantitative Reasoning,,1210,,,12,1,1210,1556,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38851_765,1,3,4,Good text 1,Bad text 13,,,,,,,,,,,,,,,,,,,,,,,TE2101,Fundamentals of Project Management,,1710,,,17,1,1710,1025,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38851_765,3,4,2,Good text 8,Bad text 3,,,,,,,,,,,,,,,,,,,,,,,MA1506,Mathematics II,,1710,,,17,1,1710,1137,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38851_765,4,1,5,Good text 1,Bad text 4,,,,,,,,,,,,,,,,,,,,,,,LSM2103,Introduction to Politics,,1710,,,17,1,1710,15555,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38851_765,2,1,1,Good text 13,Bad text 3,,,,,,,,,,,,,,,,,,,,,,,NM3215,Laboratory Techniques in Life Sciences,,1710,,,17,1,1710,2961,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38851_765,4,4,3,Good text 6,Bad text 4,,,,,,,,,,,,,,,,,,,,,,,EC2374,Real Estate Marketing & Negotiation,,1710,,,17,1,1710,1378,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38851_765,4,4,5,Good text 9,Bad text 4,,,,,,,,,,,,,,,,,,,,,,,CS1010,Developmental Psychology,,1710,,,17,1,1710,1348,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38851_765,3,4,2,Good text 2,Bad text 1,,,,,,,,,,,,,,,,,,,,,,,CN3421,Mathematical Statistics,,1710,,,17,1,1710,1060,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38851_765,1,3,1,Good text 12,Bad text 11,,,,,,,,,,,,,,,,,,,,,,,EG2401,Principles of Economics,,1710,,,17,1,1710,1019,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38863_844,1,4,4,Good text 13,Bad text 12,,,,,,,,,,,,,,,,,,,,,,,LAG1201,Public Speaking and Critical Reasoning,,620,,,6,2,620,1704,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38863_844,5,1,5,,Bad text 9,,,,,,,,,,,,,,,,,,,,,,,CS1010S,Law Of Contract,,620,,,6,2,620,1082,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38863_844,2,3,2,Good text 1,Bad text 6,,,,,,,,,,,,,,,,,,,,,,,CS1010E,Principles of Marketing,,620,,,6,2,620,1383,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38863_844,5,5,3,Good text 6,Bad text 9,,,,,,,,,,,,,,,,,,,,,,,EC2303,Science of Music,,620,,,6,2,620,1104,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38863_844,4,3,1,Good text 7,Bad text 6,,,,,,,,,,,,,,,,,,,,,,,GEK1527,Legal Environment Of Business,,620,,,6,2,620,1467,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38863_844,1,3,5,Good text 7,Bad text 6,,,,,,,,,,,,,,,,,,,,,,,LAJ3201,Community Health Posting,,620,,,6,2,620,1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38863_844,4,5,2,Good text 6,,,,,,,,,,,,,,,,,,,,,,,,LAJ2202,Mechanics of Materials,,620,,,6,2,620,1801,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38873_310,3,5,5,,Bad text 9,,,,,,,,,,,,,,,,,,,,,,,LSM3232,Exploring Science Communication through Popular Science,,1810,,,18,1,1810,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38873_310,5,5,1,Good text 6,Bad text 1,,,,,,,,,,,,,,,,,,,,,,,CM2121,Analytical Chemistry 1,,1810,,,18,1,1810,1571,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38873_310,1,4,2,Good text 4,Bad text 3,,,,,,,,,,,,,,,,,,,,,,,ME2135,Digital Fundamentals,,1810,,,18,1,1810,1015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38873_310,1,3,2,Good text 6,Bad text 13,,,,,,,,,,,,,,,,,,,,,,,SC2101,Immunology,,1810,,,18,1,1810,1826,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38873_310,5,5,4,,Bad text 1,,,,,,,,,,,,,,,,,,,,,,,CM1101,Process Synthesis and Simulation,,1810,,,18,1,1810,1275,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38873_310,2,1,4,Good text 8,,,,,,,,,,,,,,,,,,,,,,,,LAJ2201,Managerial Accounting,,1810,,,18,1,1810,1107,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38873_310,1,3,5,Good text 7,Bad text 4,,,,,,,,,,,,,,,,,,,,,,,SSA2215,Data Structures and Algorithms II,,1810,,,18,1,1810,1627,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38873_310,5,4,2,Good text 4,Bad text 13,,,,,,,,,,,,,,,,,,,,,,,MA1312,Project and Facilities Management Law,,1810,,,18,1,1810,15558,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38875_209,5,5,2,Good text 12,Bad text 11,,,,,,,,,,,,,,,,,,,,,,,ME2112,Clean Energy and Storage,,920,,,9,2,920,1057,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38875_209,1,5,1,Good text 3,Bad text 13,,,,,,,,,,,,,,,,,,,,,,,CS1010E,Principles of Marketing,,920,,,9,2,920,1259,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38875_209,3,5,5,Good text 11,,,,,,,,,,,,,,,,,,,,,,,,ME2113,Money and Banking I,,920,,,9,2,920,1124,,,,,,,,,,,,,,,,,,,,,,,,,,,,
