token,academic_career,term,class_nbr,module_code,course_title,class_group,module_credits,grading_basis,final_grade,earn_credit,requirement_designation,original_letter_grade,final_marks,grade_points,grade_points_per_unit
5296_1352,UGRD,1710,1293,PH1102E,"Legal Analysis, Research & Communication",LSL2,8,GRD,A-,Y,,A-,0,10,1.25
348_1353,GRAD,1010,2491,EG1413,Introduction to Operating Systems,L2,4,NON,A-,Y,,A-,0,4,1
19537_1354,UGRD,910,1276,ES5001A,Reporting Statistics in the Media,T6,0,GRD,,,,,81.3,0,0
60871_1355,UGRD,1710,1696,LSM1101,"Communications, New Media and Society",L1,0,GRD,,,,,76.4,0,0
40629_1356,GRAD,1020,1801,LSM1303,Computer Aided Data Analysis,L1,4,GRD,B+,Y,,B+,52,18,4.5
17579_1357,UGRD,1220,1746,GEM2900,General and Physical Chemistry for Engineers,L1,5,GRD,,,,,65,0,0
22854_1358,UGRD,1510,1305,ACC1006,Personal Development & Career Management,L1,6,NON,,,,,0,14,2.33333333
42859_1359,GRAD,1620,1086,ME2113,Money and Banking I,T1,4,GRD,B,Y,,B,0,0,0
47119_1360,UGRD,520,1212,LSM3214,Singapore and Japan: Historical and Contemporary Relationships,LSL1,0,NON,,,,,0,10,0
51597_1361,UGRD,1210,1476,ES1000,Real-Time Operating Systems,L1,4,GRD,A,Y,,A,88.5,12,3
56586_1362,UGRD,610,1800,FAS1102,Introduction to Computing,TT01,1,GRD,B+,Y,,B+,0,18,18
9972_1363,GRAD,1220,1098,MA1101R,Making Sense of Society,TST2,0,GRD,B+,Y,,B+,63.4,16,0
8119_1364,UGRD,1710,1408,EN1101E,Theories of Communications and New Media,TT01,0,GRD,S,Y,,S,0,16,0
53246_1365,GRAD,820,1012,CS2103,Chemical Engineering Thermodynamics,B5,0,GRD,B-,Y,,B-,0,0,0
54071_1366,UGRD,1810,1261,LAF2201,Introduction to Modern Physics,L1,0,GRD,,,,,0,14,0
11298_1367,UGRD,910,4521,CS2106,Econometrics I,TT03,4,GRD,,,,,0,12,3
39107_1368,UGRD,1710,1161,CS2100,The Evolution of a Global City-State,)SL1,4,NON,B+,Y,,B+,67.5,0,0
4884_1369,UGRD,1220,1129,MA2214,Dissertation,TA5,4,NON,,,,,75,2,0.5
36375_1370,UGRD,620,1711,LAJ1201,DOCTORAL SEMINARS,TE4,4,GRD,,,,,71.5,72,18
10780_1371,UGRD,1810,1362,NM3217,Infrastructure & The Environment,SA1,4,NON,,,,,87.8,12,3
39826_1372,UGRD,1110,1015,LSM1401,Data Structures and Algorithms I,TE4,4,GRD,A,Y,,A,73.6,32,8
61387_1373,UGRD,1810,1382,NCC1000,Metabolism and Regulation,T1,4,GRD,C+,Y,,C+,62.3,18,4.5
17485_1374,UGRD,920,1085,EG1108,Linear Algebra I,TW9,4,GRD,B+,Y,,B+,0,0,0
1626_1375,UGRD,1420,1060,SC3101,Ethics In Engineering,L1,4,NON,B+,Y,,B+,59.8,18,4.5
3809_1376,UGRD,1520,15558,GEK2022,Advanced Architectural Integration,L1,0,GRD,,,,,81.4,16,0
36785_1377,NGRD,1020,1317,DP1001,Mathematics I,L1,0,NON,,,,,0,4,0
21740_1378,GRAD,1210,8303,FAS1102,Introduction to Computing,L1,4,SNU,A,Y,,A,75.8,0,0
20840_1379,GRAD,910,1455,FAS1101,Financial Economics I,T1AB,4,NON,B-,Y,,B-,83.8,18,4.5
61508_1380,UGRD,810,1256,MNO1001X,Introduction to Media Writing,B8,0,GRD,IP,Y,,IP,75,0,0
3686_1381,GRAD,1310,1990,LAC2201,Reading Visual Images,L1,4,GRD,A-,Y,,A-,0,14,3.5
13634_1382,UGRD,1121,1696,SE1101E,Asian Business Environments,TA11,6,GRD,S,Y,,S,0,0,0
49811_1383,UGRD,730,1895,MA1506,Mathematics II,LSL1,4,GRD,B-,Y,,B-,79.6,10,2.5
38882_1384,UGRD,1020,1109,GEK1519,Multivariable Calculus,T4AB,4,GRD,,,,,62,0,0
62019_1385,UGRD,1010,1717,PS1101E,StepUp Module (A Career Development Programme),L1,0,GRD,A-,Y,,A-,90,0,0
21532_1386,UGRD,1020,1068,GEK1519,Multivariable Calculus,LSL1,4,GRD,S,Y,,S,0,18,4.5
54806_1387,GRAD,1010,1679,ME3162,Data Structures and Algorithms,L1,4,NON,,,,,0,0,0
61644_1388,UGRD,1010,1094,PL2131,Molecular Genetics,LP1,4,NON,A,Y,,A,0,0,0
57257_1389,UGRD,720,1292,BSP1005,Physics IIE,L1,4,GRD,B+,Y,,B+,0,16,4
28309_1390,GRAD,1410,1398,CN3421,Mathematical Statistics,L1,0,GRD,B,Y,,B,59,16,0
6779_1391,UGRD,1520,1130,LAJ2202,Mechanics of Materials,L1,4,GRD,,,,,0,0,0
43572_1392,UGRD,1520,1512,CN1111,Physical Chemistry 1,L1,4,NON,,,,,83.5,13.5,3.375
56430_1393,GRAD,1140,1050,LAB1201,Introduction to Japanese Studies,L3,4,NON,B+,Y,,B+,0,0,0
6429_1394,UGRD,1020,1281,CE2183,The Theatre Experience,TD1,5,GRD,C,Y,,C,0,16,3.2
58309_1395,UGRD,1810,1017,HY1101E,Microeconomic Analysis II,TT04,4,GRD,A-,Y,,A-,0,20,5
50806_1396,GRAD,1610,1127,SC2215,Physics for Electrical Engineers,L1,0,NON,,,,,0,16,0
57435_1397,GRAD,1310,1115,EC3101,Statistics for Life Sciences,L1,3,GRD,IP,Y,,IP,0,0,0
12011_1398,UGRD,720,2961,CS2100,The Evolution of a Global City-State,LSL1,4,GRD,A,Y,,A,64,0,0
1543_1399,UGRD,1320,1455,PC1431,NUS Data Protection & PDPA Guidelines,L1,4,GRD,A-,Y,,A-,62,0,0
55661_1400,GRAD,840,10592,PY1105,Weather and Climate,SS99,4,NON,,,,,71.3,10,2.5
19090_1401,UGRD,910,1029,GET1008,Contemporary Social Issues in Singapore,T1,0,SNU,,,,,0,0,0
60073_1402,UGRD,1440,1455,SC1101E,Physics IE,L1,4,GRD,C,Y,,C,61,0,0
58740_1403,GRAD,1620,1906,LAJ2201,Managerial Accounting,BB08,4,GRD,,,,,0,12,3
39235_1404,UGRD,1020,1677,LSM1303,Computer Aided Data Analysis,L1,8,PNF,,,C2,,45.8,12,1.5
32_1405,UGRD,1410,1145,GER1000,Programming Methodology,L1,5,GRD,C+,Y,,C+,86.1,0,0
45100_1406,UGRD,1810,1779,LSM1301,Introduction to Psychology,L1,4,NON,B-,Y,,B-,0,18,4.5
21910_1407,GRAD,1630,1062,ES2331,Honours Project in Life Sciences,L1,4,GRD,B-,Y,,B-,0,20,5
27923_1408,UGRD,1640,1060,EC3332,An Introduction to Literary Studies,T3,4,GRD,B+,Y,,B+,71.9,0,0
33007_1409,UGRD,1710,15555,BSP2005,Introduction to Statistics,BSB1,4,SNU,W,Y,,W,0,0,0
26208_1410,UGRD,1320,1044,CFG1010,Engineering Professionalism,L1,4,NON,,,,,0,0,0
34360_1411,UGRD,1010,1024,SSS1207,Physics in the Life Sciences,E1,4,NON,,,,,67.7,20,5
34669_1412,UGRD,910,1031,CM1501,Critical Thinking And Writing,TST1,4,GRD,C,Y,,C,77.8,0,0
8240_1413,UGRD,1720,1004,MA3252,GRADUATE SEMINARS,L3,0,NON,IP,Y,,IP,69.3,0,0
7619_1414,UGRD,1020,15556,LSM1401,Data Structures and Algorithms I,BSB1,4,GRD,B,Y,,B,79,20,5
46208_1415,UGRD,530,1031,LSM3232,Exploring Science Communication through Popular Science,L1,1,GRD,,,,,0,0,0
49914_1416,GRAD,1620,1237,CS2010,Abnormal Psychology,L1,4,NON,C+,Y,,C+,77.5,18,4.5
44500_1417,UGRD,910,1088,EC1101E,Changing Landscapes of Singapore,T2J,0,NON,,,,,0,14,0
54574_1418,GRAD,1620,1548,BSP2001,Genes and Society,T9,4,NON,A+,Y,,A+,0,32,8
1724_1419,UGRD,810,1005,MA1102R,Southeast Asia: A Changing Region,LALL,4,GRD,,,,,70.4,16,4
8398_1420,GRAD,1140,1449,ME2101,Forensic Science,T4,0,NON,A,Y,,A,68.8,12,0
4397_1421,UGRD,1710,1146,LAJ1201,DOCTORAL SEMINARS,SA2,4,GRD,,,C2,,0,0,0
41730_1422,UGRD,1610,1115,CN1111,Physical Chemistry 1,TT02,0,GRD,C+,Y,,C+,62.5,0,0
43248_1423,UGRD,1530,1238,EE2005,Cosmetics & Perfumes,L1,4,GRD,B+,Y,,B+,0,0,0
48459_1424,UGRD,920,1136,CN3121,Industrial Practice,TW19,0,NON,A,Y,,A,72.8,18,0
36010_1425,NGRD,620,1157,ME3122,Sensors & Actuators,TW3,4,GRD,B+,Y,,B+,69,0,0
38413_1426,UGRD,1110,1005,PL1101E,Electrical Engineering,L1,12,CSU,C,Y,,C,0,16,1.33333333
43874_1427,UGRD,1220,1105,ST1232,Microeconomic Analysis I,L1,0,GRD,B-,Y,,B-,0,0,0
10112_1428,CPE1,1210,1164,EC1101E,Changing Landscapes of Singapore,L2,0,GRD,B+,Y,,B+,57.9,18,0
26572_1429,UGRD,1420,1450,LSM4243,Enterprise Systems Server-side Design and Development,TD2,4,GRD,,,,,0,0,0
6520_1430,UGRD,1530,1262,GEK1001,Cognitive Psychology,BSB1,3,GRD,D+,Y,,D+,0,0,0
20509_1431,UGRD,1420,1246,IS2103,Human Physiology - Hormones and Health,L2,3,NON,B,Y,,B,73.3,0,0
55029_1432,UGRD,1210,1885,ACC1002X,Roots and Wings - Personal and Interpersonal Effectiveness 1.0,L1,0,GRD,A-,Y,,A-,0,18,0
36635_1433,UGRD,1610,14859,EE1001,Environmental Economics,TT6,0,NON,B+,Y,,B+,0,0,0
31844_1434,UGRD,620,1587,CFG1010,Engineering Professionalism,LB1,0,GRD,A,Y,,A,64.9,20,0
4508_1435,UMED,1210,1076,EC1101E,Changing Landscapes of Singapore,T6,0,GRD,,,,,79,18,0
34751_1436,UGRD,1720,15553,TS1101E,Research and Statistical Methods II,L1,4,GRD,A-,Y,,A-,0,24,6
57953_1437,UGRD,1120,1696,NM1101E,Asking Questions,L1,4,GRD,S,Y,,S,0,14,3.5
26171_1438,GRAD,1140,7239,CFG1001,Einstein's Universe & Quantum Weirdness,E1,4,GRD,C+,Y,,C+,0,0,0
16496_1439,UGRD,1310,1067,GET1031A,Physiology 1,L1,4,NON,B+,Y,,B+,0,15,3.75
54116_1440,UGRD,1120,1069,GE2221,Basic Translation,L1,4,GRD,,,,,76,8,2
37345_1441,UGRD,1010,1048,CS2103,Chemical Engineering Thermodynamics,T1,4,NOT,C+,Y,,C+,71,12,3
61914_1442,GRAD,1140,1891,EG1112,"Samurai, Geisha, Yakuza as Self or Other",SB7,0,GRD,CS,Y,,CS,75.5,14,0
61608_1443,UGRD,1320,1116,ES5001A,Reporting Statistics in the Media,TD1,0,GRD,,,,,77.7,16,0
1143_1444,GRAD,1720,1139,EE1001,Environmental Economics,L1,2,GRD,,,,,50.5,10,5
22918_1445,UGRD,1620,1457,GEK1505,Introductory Materials Science And Engineering,L1,0,GRD,,,,,79.1,0,0
1247_1446,GRAD,1010,1424,GEK1520,Understand'g Uncertainty & Stats Think'g,L1,0,NON,,,,,71,0,0
20169_1447,GRAD,1610,1620,EE4001,German 1,T20,4,GRD,S,Y,,S,84.5,14,3.5
6489_1448,CPE1,1810,1610,PL1101E,Electrical Engineering,E1,0,NON,B+,Y,,B+,73,0,0
36389_1449,UGRD,1520,15558,PC1222,Macroeconomic Analysis II,TW05,0,GRD,B,Y,,B,0,18,0
56605_1450,UMED,1510,1237,MA1506,Mathematics II,TE1,0,NOT,B+,Y,,B+,89,0,0
20220_1451,UGRD,713,5189,EG3601,Signals and Systems,L1,0,GRD,B,Y,,B,0,0,0
18938_1452,GRAD,1720,1016,MA1505,Quantitative Reasoning,SD2,5,GRD,B,Y,,B,80,0,0
6111_1453,GRAD,810,15258,EE2006,Hydraulics,L1,4,GRD,B+,Y,,B+,0,14,3.5
26415_1454,UGRD,1520,7328,MA2108,GRADUATE ENGLISH COURSE (INTERMEDIATE LEVEL),E1,0,SNU,IP,Y,,IP,59.1,0,0
40868_1455,UGRD,1510,1791,TG3001,Engineering Principles and Practice I,LSL1,4,GRD,,,,,0,6,1.5
14355_1456,UGRD,1620,1085,CS1231,Nation-Building in Singapore,L1,0,NON,,,C1,,75.5,0,0
54123_1457,UGRD,1810,1021,GEK1520,Understand'g Uncertainty & Stats Think'g,LSL1,4,GRD,,,,,61,0,0
21064_1458,UGRD,1520,1051,ES1531,Computer Graphics,L1,4,GRD,S,Y,,S,56.8,14,3.5
44875_1459,GRAD,1810,2166,PS2249,Signals,BSB1,4,GRD,,,,,73.5,0,0
25135_1460,UGRD,1110,1575,TG1423,Ideas and Approaches in Design,L1,0,GRD,,,,,79,0,0
52421_1461,GRAD,1010,1125,ME6999,Quality Engineering I,L1,3,GRD,C,Y,CA,C,0,14,4.66666667
16546_1462,GRAD,1610,1006,LSM2102,Biodiversity,L1,0,GRD,,,C2,,86.1,0,0
55708_1463,UGRD,1810,1105,SSA2209,B.Tech. Dissertation,LALL,0,NON,B,Y,,B,0,32,0
39588_1464,UGRD,1010,3524,MD4150,Chemical Engineering Process Laboratory II,L1,4,GRD,,,,,0,14,3.5
41008_1465,UGRD,1740,2014,EU1101E,Mechanical Systems Design I,L1,0,NON,,,,,78.3,14,0
29888_1466,UGRD,1510,1217,SSA2211,Geographical Journeys: Exploring World Environments,L1,4,NON,B+,Y,,B+,0,20,5
28889_1467,UGRD,520,1603,MNO2007,Design and Analysis of Algorithms,L1,4,CSU,B-,Y,,B-,80.4,14,3.5
7394_1468,UGRD,820,2063,CE2409,Electronics,L1,4,NON,,,,,73,0,0
40767_1469,GRAD,1610,1140,LSM2101,Statics And Mechanics Of Materials,LL2,4,NON,B+,Y,,B+,0,16,4
48934_1470,GRAD,710,1501,LC2004,Accounting Information Systems,L1,0,GRD,,,,,0,0,0
2296_1471,UGRD,1010,5121,TG1401,Mechanical Systems Design II,TW2,3,GRD,A+,Y,,A+,50,0,0
34145_1472,UGRD,1810,1078,EG1109,Computer Organisation,E1,0,SNU,B,Y,,B,74.7,20,0
55908_1473,GRAD,1120,5729,ST2131,Cell Biology,L1,0,GRD,,,,,0,18,0
42349_1474,GRAD,620,1241,CS1101,Childhood and Youth,L1,0,NON,A-,Y,,A-,0,16,0
55943_1475,GRAD,1510,1106,CS2100,The Evolution of a Global City-State,LD1,4,GRD,S,Y,,S,0,10.5,2.625
10181_1476,UGRD,1810,1119,MA1511,Differential Equations for Engineering,L1,5,GRD,,,,,80,12,2.4
51684_1477,GRAD,1710,1210,LAJ1201,DOCTORAL SEMINARS,LSL1,4,GRD,,,,,60,16,4
52814_1478,UGRD,1410,1259,CN2125,Microbiology,L1,2,NON,,,,,72.6,10,5
56428_1479,UGRD,1510,1039,PC1431,NUS Data Protection & PDPA Guidelines,LSL1,4,GRD,A-,Y,,A-,61.4,0,0
58947_1480,GRAD,1320,1004,PL2132,Writing Academically: Arts and Social Sciences,L1,5,NON,B,Y,,B,56.2,0,0
14103_1481,UGRD,1720,1011,PL3236,French 1,L2,4,GRD,C,Y,,C,72,56,14
46679_1482,UGRD,1810,1711,CS2106,Econometrics I,L1,0,NON,B+,Y,,B+,0,20,0
23496_1483,UGRD,1730,1683,CN4122,Industrial Organisation I,TT5,0,NON,,,,,67.5,0,0
8576_1484,UGRD,1620,2273,LC1004,Asia and the Modern World,B2,4,NOT,B,Y,,B,0,12,3
14045_1485,UGRD,1310,2044,MKT1003X,Biochemistry of Biomolecules,L1,4,GRD,A-,Y,,A-,0,20,5
12951_1486,UGRD,810,1120,ME2114,Law Of Torts,L1,4,GRD,B,Y,C1,B,72.4,0,0
5347_1487,UGRD,1320,1408,CS1010E,Principles of Marketing,TD2,8,GRD,,,,,81.3,16,2
6668_1488,UGRD,810,1622,BMA5008,Digital Construction,L1,0,GRD,W,Y,,W,0,0,0
39788_1489,UGRD,910,15258,GEK1544,Introduction to Thermodynamics and Optics,L2,4,GRD,C,Y,,C,58.9,0,0
53449_1490,UGRD,1110,15258,EC1101E,Changing Landscapes of Singapore,L1,4,GRD,A,Y,,A,80,16,4
42099_1491,UGRD,720,1249,PL2131,Molecular Genetics,T4,4,NON,B,Y,,B,82.7,10,2.5
53167_1492,UGRD,710,7328,LSM1101,"Communications, New Media and Society",L1,4,NON,B,Y,,B,0,0,0
38762_1493,GRAD,1740,1187,PS2249,Signals,L1,4,NON,B-,Y,,B-,71.5,0,0
37491_1494,GRAD,1410,12673,MA1101R,Making Sense of Society,L3,0,GRD,,,,,84,10.5,0
57630_1495,GRAD,1620,1406,CS1010E,Principles of Marketing,LSL1,0,GRD,C+,Y,,C+,64,10,0
51567_1496,GRAD,1810,1217,PL2131,Molecular Genetics,LL1,1,NON,,,,,68.8,0,0
35389_1497,UGRD,1720,1055,GEQ1000,Operations Management,L1,4,GRD,B-,Y,,B-,70,16,4
60550_1498,GRAD,1520,1062,MA1301,Molecular Biology,L1,0,GRD,A-,Y,,A-,0,0,0
33064_1499,UGRD,1510,1057,CM3212,Soil Mechanics,LB1,4,GRD,,,,,0,10,2.5
50533_1500,UGRD,1310,1024,LAB1201,Introduction to Japanese Studies,E1,4,GRD,B+,Y,,B+,0,0,0
32892_1501,UGRD,1520,1353,CM1401,Business Analytics - Data & Decisions,L1,4,GRD,,,,,0,18,4.5
24720_1502,UGRD,1620,15558,LSM2101,Statics And Mechanics Of Materials,L1,4,NON,C+,Y,,C+,67.5,0,0
22999_1503,UGRD,1710,1295,EC1301,Financial Accounting,E1,0,NON,B+,Y,,B+,0,0,0
13296_1504,UGRD,1640,1082,PC1142,Pharmacology 1,TW6,4,NON,,,,,0,16,4
15851_1505,UGRD,1810,1417,EC2101,The Nature of Language,TT01,4,NON,,,,,86.1,16,4
58295_1506,UGRD,1420,15557,ES1102,"Life, the Universe, and Everything",L1,4,GRD,B-,Y,,B-,84,18,4.5
47414_1507,GRAD,910,1026,CM1502,Living with Mathematics,SR2,1,NON,,,,,0,14,14
10207_1508,UGRD,1510,1800,EC3304,Biological Psychology,LV1,4,GRD,,,,,0,0,0
18403_1509,UGRD,1440,1603,ME3101,Linear Algebra II,L1,4,CSU,,,,,0,15,3.75
36790_1510,UGRD,1110,1992,PC1432,Japanese 1,L1,4,GRD,B+,Y,,B+,65,0,0
62077_1511,UGRD,620,15554,CN3421,Mathematical Statistics,T2K,4,GRD,B+,Y,,B+,0,0,0
21839_1512,UGRD,1010,1126,PC1221,Regression Analysis,L1,0,CSU,B,Y,,B,0,0,0
4268_1513,UGRD,1110,1076,GEK1508,Calculus for Computing,T1,4,CSU,C,Y,,C,73.1,12,3
10705_1514,UGRD,1310,1375,EG1413,Introduction to Operating Systems,L1,0,GRD,,,,,83.5,0,0
33994_1515,UGRD,1630,2166,CE3132,Innovativeness In Engineering Design,L1,0,GRD,A+,Y,,A+,51,20,0
38347_1516,UGRD,920,1228,LAF1201,Human Physiology: Cardiopulmonary System,L1,0,GRD,A-,Y,,A-,0,12,0
51242_1517,UGRD,520,1054,ST2137,Sociology of Deviance,L1,0,GRD,,,,,61.3,16,0
21993_1518,UGRD,1110,1075,EG2401,Principles of Economics,E1,0,GRD,B,Y,,B,69,0,0
39865_1519,UGRD,610,1015,LSM1102,Discrete Structures,TD1,4,SNU,CS,Y,,CS,0,10,2.5
24195_1520,UGRD,910,15558,SSA2220T,Cyber Security,L1,3,GRD,,,,,65.3,14,4.66666667
40338_1521,UGRD,810,1254,BSP1005,Physics IIE,T4,4,NON,,,,,62,20,5
33180_1522,UGRD,620,1068,CM2142,Heat & Mass Transfer,B3,0,NON,B,Y,,B,81.3,10,0
27610_1523,UGRD,1610,1028,IT1004,Research Methodology,LX1,4,GRD,,,,,0,0,0
32679_1524,UGRD,930,3474,GEK1055,Principles of Modern Chemistry,T1,0,GRD,,,,,68,0,0
31923_1525,UGRD,1610,2565,LAB2201,B. Eng. Dissertation,LE1,4,NON,A,Y,,A,0,16,4
24267_1526,UGRD,1720,1734,PL1101E,Electrical Engineering,TT8,4,GRD,A+,Y,,A+,74,12,3
30885_1527,UGRD,410,1016,CS2107,Experimental Molecular and Cell Biology,TE1,0,CSU,B-,Y,,B-,0,18,0
7683_1528,UGRD,1510,1013,CL2280,Computer Architecture,LSL1,0,GRD,A,Y,,A,0,12,0
55893_1529,GRAD,920,1081,TG3001,Engineering Principles and Practice I,SG07,0,GRD,A,Y,,A,44,0,0
4343_1530,UGRD,1520,1074,ST1232,Microeconomic Analysis I,TT2,4,GRD,B+,Y,,B+,88.5,0,0
27049_1531,UGRD,1210,1301,EN1101E,Theories of Communications and New Media,LF1,4,SNU,,,,,85.4,16,4
971_1532,UGRD,920,1065,SSA2211,Geographical Journeys: Exploring World Environments,L1,4,SNU,,,,,58,0,0
45666_1533,UGRD,1020,3474,ME2135,Digital Fundamentals,T2,4,GRD,A,Y,,A,0,0,0
53892_1534,GRAD,1510,1135,IS1105,Visualisation in Design and Technology,L1,0,GRD,B+,Y,,B+,0,12,0
57190_1535,UGRD,820,1242,GEK1544,Introduction to Thermodynamics and Optics,LB,4,GRD,,,,,0,0,0
35281_1536,GRAD,1810,1279,SE1101E,Asian Business Environments,L1,4,GRD,B+,Y,,B+,79.6,12,3
2610_1537,UGRD,1410,1604,FAS1102,Introduction to Computing,L1,4,GRD,B+,Y,,B+,0,0,0
43957_1538,UGRD,1320,1214,JS1101E,Software Engineering,T5,0,GRD,IP,Y,,IP,0,0,0
62610_1539,UGRD,610,1717,MA1511,Differential Equations for Engineering,TW4,0,NON,B-,Y,,B-,77,12,0
35278_1540,GRAD,620,1089,GEK1511,Employee Management In Singapore,P1,0,NON,,,,,65.3,0,0
62300_1541,GRAD,1410,4625,EC1301,Financial Accounting,LSL1,4,GRD,B+,Y,,B+,0,20,5
50604_1542,GRAD,930,1912,CM3292,Global Economic Dimensions of Singapore,TE2,4,GRD,,,,,62.9,0,0
8010_1543,UGRD,1220,15554,ST1232,Microeconomic Analysis I,L1,4,SNU,IP,Y,,IP,80,20,5
60367_1544,UGRD,720,1826,GET1029,Stochastic Processes I,X1,0,GRD,A-,Y,,A-,0,16,0
54025_1545,GRAD,1110,1051,ST1232,Microeconomic Analysis I,)SL1,4,GRD,B-,Y,,B-,0,14,3.5
9077_1546,UGRD,1140,1255,EC2101,The Nature of Language,LSL1,4,NON,,,,,60.2,0,0
51364_1547,UGRD,1040,15257,LAG2201,Accounting for Decision Makers,TW8,5,GRD,,,,,0,0,0
15856_1548,UGRD,1320,1612,LAB1201,Introduction to Japanese Studies,~DO2,0,CSU,,,,,65.7,18,0
22081_1549,UGRD,1520,1246,FIN3103A,Pharmacology,L1,4,GRD,B+,Y,,B+,0,12,3
39795_1550,GRAD,1320,1470,LAF2201,Introduction to Modern Physics,T6,0,GRD,,,,,0,0,0
13916_1551,GRAD,1140,1238,EU1101E,Mechanical Systems Design I,TT1,4,NON,,,,,74.3,16,4
1660_1552,UGRD,1320,1070,EG3611,Computer Applications in Civil Engineering,TE1,4,GRD,,,,,0,0,0
12391_1553,UGRD,1420,10592,MA2213,Fluid Mechanics,T3,0,GRD,,,,,74.2,0,0
13072_1554,UGRD,1220,3960,CS2105,Research and Statistical Methods I,LSL1,4,GRD,,,,,76,0,0
32070_1555,GRAD,1420,1228,MNO1001,Finance,T1,4,NON,A-,Y,,A-,81,0,0
7857_1556,UGRD,1420,1304,BSP1005,Physics IIE,L1,0,NON,,,,,80,0,0
43341_1557,UGRD,1200,1059,LAJ1201,DOCTORAL SEMINARS,TT03,4,GRD,B+,Y,,B+,76.8,0,0
13412_1558,GRAD,1620,1251,CN2121,Inorganic Chemistry 1,TT1,0,GRD,B,Y,,B,48.4,18,0
8716_1559,UGRD,1310,1049,SP1541,Graduate English Course (Advanced Level),LA2,3,GRD,B-,Y,,B-,68,0,0
25809_1560,GRAD,1520,1451,IT1001,Introduction to Theatre and Performance,L2,4,NON,,,,,46,8,2
29470_1561,NGRD,1210,8456,ES1102,"Life, the Universe, and Everything",L1,8,GRD,,,,,66.7,12,1.5
54429_1562,UGRD,1610,1128,EL1101E,General Biology,SA3,4,NON,,,,,0,0,0
35755_1563,UGRD,1640,1295,LSM1301,Introduction to Psychology,TW1,0,NON,,,,,55.6,0,0
580_1564,UGRD,820,1014,MA1505,Quantitative Reasoning,L1,0,GRD,B-,Y,,B-,85.4,30,0
27766_1565,UGRD,1020,1615,ME2142,Fundamentals of Physics II,TT2,3,GRD,B+,Y,,B+,91.2,16,5.33333333
9869_1566,UGRD,1010,1233,LSM2102,Biodiversity,LL1,0,GRD,B,Y,,B,0,16,0
40608_1567,UGRD,1620,1454,PC2230,MARKETING MANAGEMENT,L1,8,GRD,W,Y,,W,66.6,20,2.5
47523_1568,UGRD,1110,1147,EC2102,Understanding the Universe,L1,4,GRD,B+,Y,,B+,78.3,0,0
27059_1569,GRAD,1720,1354,CS2100,The Evolution of a Global City-State,L1,4,GRD,A-,Y,,A-,68.5,12,3
25520_1570,UGRD,1310,4253,BN3301,Ordinary Differential Equations,LSL1,4,NON,A-,Y,,A-,0,16,4
40118_1571,GRAD,810,1454,MKT1003X,Biochemistry of Biomolecules,L1,4,GRD,,,,,56,45,11.25
22394_1572,UGRD,1710,1190,SW1101E,Macro And International Economics,L1,0,GRD,,,,,70.2,0,0
44101_1573,UGRD,1340,1060,GL1101E,Public Finance,LSL1,4,NON,,,,,0,0,0
45923_1574,UGRD,1710,1163,LSM1103,Principles of Mechanical Eng. Materials,T1,8,GRD,,,,,74.3,18,2.25
47245_1575,UGRD,1520,1050,IE2140,Calculus with Applications,B2,4,GRD,B+,Y,,B+,73.6,20,5
52363_1576,GRAD,714,1603,EC2101,The Nature of Language,T1,4,GRD,A-,Y,,A-,66.1,16,4
27932_1577,UGRD,1140,1063,LSM1301,Introduction to Psychology,L1,5,GRD,W,Y,,W,62.5,16,3.2
38623_1578,UGRD,1720,1140,MD5140,Game Theory & Applications to Economics,LSL1,4,NON,,,,,0,31.5,7.875
25437_1579,UGRD,1420,1034,GEH1049,Strategic Management,L1,4,NON,B,Y,,B,47.3,14,3.5
53812_1580,UGRD,620,5941,BSP2005,Introduction to Statistics,T2H,0,GRD,IP,Y,,IP,75.8,12,0
6644_1581,UGRD,1020,1511,MLE1101,Human Capital in Organizations,L1,0,NON,B,Y,,B,0,12,0
62590_1582,UGRD,1320,1739,GER1000,Programming Methodology,R1,4,GRD,C,Y,,C,61.9,0,0
30685_1583,UGRD,1120,1250,ME2113,Money and Banking I,T2,4,SNU,,,,,86.3,0,0
33679_1584,UGRD,1210,7328,EG1109,Computer Organisation,L1,4,NON,,,,,68.8,14,3.5
59890_1585,UGRD,1120,1615,PR2202,Construction Project Management,L1,0,GRD,,,,,72.8,12,0
9358_1586,UGRD,1110,1385,PC1431,NUS Data Protection & PDPA Guidelines,LSL1,8,GRD,,,,,0,40,5
17323_1587,UGRD,1320,1454,HR2002,HeadStart Module (A Career Development Programme),L1,4,SNU,IP,Y,,IP,51,21,5.25
49706_1588,UGRD,1020,1608,MKT1003,Management And Organisation,L2,0,NON,AUD,Y,,AUD,61,0,0
36086_1589,UGRD,620,1717,GEK1045,Molecular Cell Biology,L1,4,NON,A,Y,,A,0,16,4
4547_1590,GRAD,820,1766,NM3217,Infrastructure & The Environment,TA3,6,GRD,A,Y,,A,92.5,12,2
2612_1591,UGRD,1510,1191,PL1101E,Electrical Engineering,L1,4,NOT,,,,,61.3,0,0
27454_1592,UGRD,1720,1083,CN3135,Simulation,L1,4,GRD,A,Y,,A,0,14,3.5
7928_1593,UMED,910,15257,GL1101E,Public Finance,LSL2,4,NON,W,Y,,W,61.3,0,0
28678_1594,GRAD,830,1399,LSM1101,"Communications, New Media and Society",E2,0,NON,A-,Y,,A-,41,25,0
